rule,support,confidence,lift,antecedents_str,consequents_str
"{temp=Low, uhi=Neutral, wind=Light} → {precip=None}",0.12444001991040318,0.8305647840531561,1.3154155704870247,"temp=Low, uhi=Neutral, wind=Light",precip=None
"{precip=None, temp=Low} → {uhi=Neutral}",0.15978098556495768,0.6202898550724638,1.3103704719669609,"precip=None, temp=Low",uhi=Neutral
"{humidity=VeryHumid, uhi=Neutral} → {anomaly=Normal}",0.10428073668491787,0.6824104234527688,1.3094198096624763,"humidity=VeryHumid, uhi=Neutral",anomaly=Normal
"{solar=Medium, temp=Low} → {uhi=Neutral}",0.12419113987058238,0.6183395291201983,1.3062503827576009,"solar=Medium, temp=Low",uhi=Neutral
"{humidity=Moderate, temp=Low} → {uhi=Neutral}",0.08685913389746143,0.61443661971831,1.2980054353460406,"humidity=Moderate, temp=Low",uhi=Neutral
"{humidity=Moderate, temp=Medium} → {precip=None}",0.09606769537083126,0.8195329087048833,1.2979437237588574,"humidity=Moderate, temp=Medium",precip=None
"{season=Winter, temp=Low, uhi=Neutral} → {precip=None}",0.13091090094574415,0.8180404354587869,1.295580003812931,"season=Winter, temp=Low, uhi=Neutral",precip=None
"{season=Winter, uhi=Neutral} → {precip=None}",0.13787954206072672,0.8159057437407953,1.292199163717192,"season=Winter, uhi=Neutral",precip=None
"{humidity=Humid, temp=Low} → {precip=None}",0.08013937282229965,0.8151898734177214,1.291065396686009,"humidity=Humid, temp=Low",precip=None
"{humidity=VeryHumid, season=Monsoon} → {anomaly=Normal}",0.1012941762070682,0.6694078947368421,1.2844703538933295,"humidity=VeryHumid, season=Monsoon",anomaly=Normal
"{temp=Low, uhi=Neutral} → {precip=None}",0.15978098556495768,0.8106060606060606,1.2838057357174424,"temp=Low, uhi=Neutral",precip=None
"{humidity=Dry, temp=High} → {precip=None}",0.08013937282229965,0.8090452261306532,1.2813337479672704,"humidity=Dry, temp=High",precip=None
"{humidity=Moderate, precip=None, temp=Low} → {uhi=Neutral}",0.08138377302140368,0.6044362292051755,1.2768794789413223,"humidity=Moderate, precip=None, temp=Low",uhi=Neutral
"{precip=None, temp=Medium, wind=Light} → {uhi=Neutral}",0.09457441513190643,0.6031746031746033,1.2742142773688516,"precip=None, temp=Medium, wind=Light",uhi=Neutral
{temp=Medium} → {uhi=Neutral},0.23519163763066203,0.6007628734901462,1.2691194667105192,temp=Medium,uhi=Neutral
"{season=Monsoon, solar=Medium} → {anomaly=Normal}",0.08138377302140368,0.6566265060240963,1.2599452250261793,"season=Monsoon, solar=Medium",anomaly=Normal
{precip=Light} → {anomaly=Normal},0.16202090592334495,0.6555891238670695,1.257954679893928,precip=Light,anomaly=Normal
"{anomaly=AboveNormal, season=Summer} → {precip=None}",0.09432553509208562,0.7863070539419088,1.245321932494517,"anomaly=AboveNormal, season=Summer",precip=None
"{humidity=Moderate, wind=Light} → {precip=None}",0.1794425087108014,0.7819956616052061,1.2384937202718638,"humidity=Moderate, wind=Light",precip=None
{wind=Calm} → {anomaly=Normal},0.13937282229965156,0.6422018348623852,1.2322669400559045,wind=Calm,anomaly=Normal
"{humidity=VeryHumid, temp=Medium} → {anomaly=Normal}",0.08511697361871579,0.6416510318949343,1.2312100506942916,"humidity=VeryHumid, temp=Medium",anomaly=Normal
"{anomaly=AboveNormal, wind=Light} → {precip=None}",0.10029865604778497,0.7764932562620424,1.2297792288769753,"anomaly=AboveNormal, wind=Light",precip=None
"{solar=High, temp=High} → {anomaly=Normal}",0.10975609756097561,0.6391304347826087,1.2263734894730285,"solar=High, temp=High",anomaly=Normal
{humidity=Moderate} → {precip=None},0.266052762568442,0.7729573391178597,1.2241791835142137,humidity=Moderate,precip=None
{humidity=VeryHumid} → {anomaly=Normal},0.12170233947237431,0.635064935064935,1.2185725449335765,humidity=VeryHumid,anomaly=Normal
"{precip=Light, wind=Light} → {anomaly=Normal}",0.09780985564957691,0.6318327974276527,1.2123706686075975,"precip=Light, wind=Light",anomaly=Normal
{anomaly=AboveNormal} → {precip=None},0.141363862618218,0.7593582887700534,1.2026415468183187,anomaly=AboveNormal,precip=None
"{precip=None, solar=Medium, temp=Low, uhi=Neutral} → {wind=Light}",0.0858636137381782,0.7823129251700681,1.201120876321488,"precip=None, solar=Medium, temp=Low, uhi=Neutral",wind=Light
